GMST|0x6de1c|fCombatTeammateFollowRadiusMult|
DIAL|0x1012a44|NVDLC01DogDialogueNVDLC01GodTopic057|I don't remember, only woke up when my Pip-Boy went active.
INFO|0x1012a56||
DIAL|0x1012a45|NVDLC01DogDialogueNVDLC01GodTopic056|Why do you say that?
INFO|0x1012a5c||
DIAL|0x1012a46|NVDLC01DogDialogueNVDLC01GodTopic055|So you know the way back?
INFO|0x1012a76||
DIAL|0x1012a48|NVDLC01DogDialogueNVDLC01GodTopic053|You brought me here to the Villa.
INFO|0x1012a86||
DIAL|0x1012a49|NVDLC01DogDialogueNVDLC01GodTopic052|This Old Man, what do you know about him?
INFO|0x1012a69||
DIAL|0x1012a4a|NVDLC01DogDialogueNVDLC01GodTopic051|Why do you say I'm the same as the Old Man?
INFO|0x1012a5d||
DIAL|0x1012a4b|NVDLC01DogDialogueNVDLC01GodTopic050|Do you know how I got here?
INFO|0x1012a5a||
DIAL|0x1012a4c|NVDLC01DogDialogueNVDLC01GodTopic049|Forget it. I had other questions.
DIAL|0x1012a4d|NVDLC01DogDialogueNVDLC01GodTopic048|Maybe you shouldn't go around shoving Old World tech in your stomach.
INFO|0x1012a59||
DIAL|0x1012a4e|NVDLC01DogDialogueNVDLC01GodTopic047|How the hell did you... or whoever... eat one of these collars?
INFO|0x1012a77||
DIAL|0x1012a4f|NVDLC01DogDialogueNVDLC01GodTopic046|If that collar inside you is active, I didn't switch it on.
INFO|0x1012a87||
DIAL|0x1012a50|NVDLC01DogDialogueNVDLC01GodTopic045|If you weren't expecting me, who were you waiting for?
INFO|0x1012a74||
INFO|0x1012a75||
DIAL|0x1012a51|NVDLC01DogDialogueNVDLC01GodTopic044|I need to get you out of there.
INFO|0x1012a5f||
DIAL|0x1012a52|NVDLC01DogDialogueNVDLC01GodTopic043|Why did you lock yourself in the cage?
INFO|0x1012a65||
DIAL|0x1012a53|NVDLC01DogDialogueNVDLC01GodTopic042|I was looking for someone with a collar like mine. Where is your collar?
INFO|0x1012a6c||
DIAL|0x1012a8d|NVDLC01DogDialogueNVDLC01GodTopic054|I can't leave until we get through this.
INFO|0x1012a90||
DIAL|0x1012a8e|NVDLC01DogDialogueNVDLC01GodTopic005|Sounds like Dog might be more willing to get out of the cage than you.
DIAL|0x1012a91|NVDLC01DogDialogueNVDLC01GodTopic065|Something tells me I could walk Dog through unlocking a door.
DIAL|0x1012a92|NVDLC01DogDialogueNVDLC01GodTopic059|So Dog could just open the door at any time?
DIAL|0x1012a9f|NVDLC01DogDialogueNVDLC01DogTopic063|Wait, the casino already opened?
DIAL|0x1012aa0|NVDLC01DogDialogueNVDLC01GodTopic084|So the Gala Event was triggered at least once?
INFO|0x1012aab||
DIAL|0x1012aa1|NVDLC01DogDialogueNVDLC01DogTopic062|Um... do you want to talk about it?
INFO|0x1012ab6||
INFO|0x1012b06||
DIAL|0x1012aa2|NVDLC01DogDialogueNVDLC01DogTopic060|This is important - do you remember what happened exactly?
INFO|0x1012aaa||
DIAL|0x1012aa3|NVDLC01DogDialogueNVDLC01DogTopic059|Dog, do you know why you have to go to the position on this map?
DIAL|0x1012aa4|NVDLC01DogDialogueNVDLC01DogTopic003|We need to get you to the Gala Event. Get you to your place.
INFO|0x1012aac||
DIAL|0x1012aa5|NVDLC01DogDialogueNVDLC01GodTopic082|I guess... the alarm outside sure is a racket, though.
INFO|0x1012ab2||
INFO|0x1012ab3||
DIAL|0x1012aa6|NVDLC01DogDialogueNVDLC01GodTopic072|<Play Elijah Audio Tape.>
DIAL|0x1012aa7|NVDLC01DogDialogueNVDLC01GodTopic071|If I can't prove it to you, then forget this, I'm bringing Dog out.
DIAL|0x1012ab9|NVDLC01DogDialogueNVDLC01DogTopic090|{Dog}That's enough for now.
INFO|0x1012abd||
INFO|0x1012af4||
INFO|0x1012af5||
DIAL|0x1012aba|NVDLC01DogDialogueNVDLC01DogTopic089|I need you to stay here and trigger the switches.
INFO|0x1012abf||
INFO|0x1012ac0||
DIAL|0x1012abb|NVDLC01DogDialogueNVDLC01DogTopic088|Those scars on your body - where did you get them?
INFO|0x1012abe||
DIAL|0x1012abc|NVDLC01DogDialogueNVDLC01DogTopic087|Can you tell me how you got to the Sierra Madre?
INFO|0x1012ac1||
DIAL|0x1012ac2|NVDLC01DogDialogueNVDLC01DogTopic109|Do you know how to wake him up?
INFO|0x1012aea||
DIAL|0x1012ac3|NVDLC01DogDialogueNVDLC01DogTopic108|What's the other voice?
INFO|0x1012adf||
DIAL|0x1012ac4|NVDLC01DogDialogueNVDLC01DogTopic107|Where's your collar?
INFO|0x1012ae7||
DIAL|0x1012ac5|NVDLC01DogDialogueNVDLC01DogTopic106|I want to hear more about the Master.
INFO|0x1012aee||
DIAL|0x1012ac6|NVDLC01DogDialogueNVDLC01DogTopic105|Sounds like good trade.
INFO|0x1012ade||
DIAL|0x1012ac7|NVDLC01DogDialogueNVDLC01DogTopic104|Where does the voice come from?
INFO|0x1012aed||
DIAL|0x1012ac8|NVDLC01DogDialogueNVDLC01DogTopic103|Sound nice. It still there?
DIAL|0x1012ac9|NVDLC01DogDialogueNVDLC01DogTopic102|Where Church now?
DIAL|0x1012aca|NVDLC01DogDialogueNVDLC01DogTopic101|Maybe you go back someday.
INFO|0x1012add||
DIAL|0x1012acb|NVDLC01DogDialogueNVDLC01DogTopic100|Must been hard to see you.
DIAL|0x1012acc|NVDLC01DogDialogueNVDLC01DogTopic099|Why you want to look like ground?
INFO|0x1012ae1||
DIAL|0x1012acd|NVDLC01DogDialogueNVDLC01DogTopic098|Nuh-uh!
INFO|0x1012ae8||
DIAL|0x1012ace|NVDLC01DogDialogueNVDLC01GodTopic038|{God}I had other questions for you.
INFO|0x1012aeb||
INFO|0x1012aec||
DIAL|0x1012acf|NVDLC01DogDialogueNVDLC01DogTopic097|What do you eat?
INFO|0x1012ae9||
DIAL|0x1012ad0|NVDLC01DogDialogueNVDLC01DogTopic096|Voice in the air?
INFO|0x1012ae2||
DIAL|0x1012ad1|NVDLC01DogDialogueNVDLC01DogTopic095|Don't like it here, either.
DIAL|0x1012ad2|NVDLC01DogDialogueNVDLC01DogTopic094|Me hear voice, too? Then got here, bad place.
INFO|0x1012ae0||
DIAL|0x1012ad3|NVDLC01DogDialogueNVDLC01DogTopic093|{Dog}I had other questions for you.
INFO|0x1012ae3||
INFO|0x1012ae4||
DIAL|0x1012ad4|NVDLC01DogDialogueNVDLC01DogTopic092|Can you tell me about the voice?
DIAL|0x1012ad5|NVDLC01DogDialogueNVDLC01DogTopic091|Your name is carved on your chest. Is that part of it?
INFO|0x1012adc||
DIAL|0x1012ad6|NVDLC01DogDialogueNVDLC01DogTopic086|Is that why you have a bear trap locked on your arm?
INFO|0x1012adb||
DIAL|0x1012ad7|NVDLC01DogDialogueNVDLC01GodTopic037|<Lie> Just... stay here in the courtyard, I'll go get food.
INFO|0x1012ada||
DIAL|0x1012ad8|NVDLC01DogDialogueNVDLC01GodTopic036|If I bring food, will that calm Dog down?
INFO|0x1012aef||
DIAL|0x1012ad9|NVDLC01DogDialogueNVDLC01GodTopic035|Yeah, well, I'll make Dog help me. Can't be hard to figure all this wire stuff out.
INFO|0x1012ae5||
INFO|0x1012ae6||
DIAL|0x1012af1|NVDLC01DogDialogueNVDLC01DogTopic006|Have orders for you - for going, staying, all that.
INFO|0x1012af2||
DIAL|0x1012af6|NVDLC01DogDialogueNVDLC01DogTopic065|The Master sounds like he treats you well.
DIAL|0x1012af7|NVDLC01DogDialogueNVDLC01DogTopic064|Could I find my way back?
INFO|0x1012b02||
DIAL|0x1012af8|NVDLC01DogDialogueNVDLC01DogTopic043|Do you know the way back?
INFO|0x1012b04||
DIAL|0x1012af9|NVDLC01DogDialogueNVDLC01DogTopic042|Did you bring me here?
INFO|0x1012b03||
DIAL|0x1012afa|NVDLC01DogDialogueNVDLC01DogTopic041|Can you tell me about the other voice inside you?
DIAL|0x1012afb|NVDLC01DogDialogueNVDLC01DogTopic040|Can you tell me more about the Gala Event going off?
DIAL|0x1012afc|NVDLC01DogDialogueNVDLC01DogTopic036|Do you know how long ago?
DIAL|0x1012afd|NVDLC01DogDialogueNVDLC01DogTopic033|If the casino already opened, what are we doing here?
INFO|0x1012b00||
DIAL|0x1012afe|NVDLC01DogDialogueNVDLC01DogTopic031|So Master vanished around that time.
INFO|0x1012b05||
DIAL|0x1012aff|NVDLC01DogDialogueNVDLC01DogTopic029|Dog, do you know why you have to go to the position on the map?
INFO|0x1012b01||
DIAL|0x1012b0a|NVDLC01DogDialogueNVDLC01GodTopic101|What does Dog know?
INFO|0x1012b1a||
DIAL|0x1012b0b|NVDLC01DogDialogueNVDLC01GodTopic100|What's Elijah doing here?
INFO|0x1012b26||
DIAL|0x1012b0c|NVDLC01DogDialogueNVDLC01GodTopic099|I want to know more about the man who brought us here.
DIAL|0x1012b0d|NVDLC01DogDialogueNVDLC01GodTopic098|{Global}Where is your collar?
DIAL|0x1012b0e|NVDLC01DogDialogueNVDLC01GodTopic097|{Global}Did getting hit in the head cause you to start acting this way?
INFO|0x1012b4b||
INFO|0x1012b4c||
DIAL|0x1012b0f|NVDLC01DogDialogueNVDLC01GodTopic096|Why can't you control him?
INFO|0x1012b21||
DIAL|0x1012b10|NVDLC01DogDialogueNVDLC01GodTopic095|You care about him.
INFO|0x1012b1c||
DIAL|0x1012b11|NVDLC01DogDialogueNVDLC01GodTopic094|Does not being in control bother you so much?
INFO|0x1012b23||
INFO|0x1012b24||
DIAL|0x1012b12|NVDLC01DogDialogueNVDLC01GodTopic093|Can't you do anything?
INFO|0x1012b1d||
DIAL|0x1012b13|NVDLC01DogDialogueNVDLC01GodTopic092|What does Elijah make Dog do that angers you so much?
INFO|0x1012b1b||
DIAL|0x1012b14|NVDLC01DogDialogueNVDLC01GodTopic091|Sounds like it makes you mad.
INFO|0x1012b1e||
DIAL|0x1012b15|NVDLC01DogDialogueNVDLC01GodTopic090|Well... true enough. Sure uses the word "Master" a lot.
INFO|0x1012b20||
INFO|0x1012b1f||
DIAL|0x1012b16|NVDLC01DogDialogueNVDLC01GodTopic089|Why does that make him go away?
INFO|0x1012b19||
DIAL|0x1012b17|NVDLC01DogDialogueNVDLC01GodTopic041|{God}We need to discuss tactics - and positioning.
INFO|0x1012b22||
DIAL|0x1012b18|NVDLC01DogDialogueNVDLC01GodTopic040|How do you switch back and forth between voices?
INFO|0x1012b25||
DIAL|0x1012b28|NVDLC01DogDialogueNVDLC01GodTopic112|He can't have possibly have set up a deadman's switch like that.
INFO|0x1012b41||
DIAL|0x1012b29|NVDLC01DogDialogueNVDLC01GodTopic111|Then how are the collars active again?
INFO|0x1012b3f||
INFO|0x1012b40||
DIAL|0x1012b2a|NVDLC01DogDialogueNVDLC01GodTopic110|What are you talking about?
INFO|0x1012b3d||
DIAL|0x1012b2b|NVDLC01DogDialogueNVDLC01GodTopic109|So what happened then?
INFO|0x1012b3b||
DIAL|0x1012b2c|NVDLC01DogDialogueNVDLC01GodTopic108|Does the casino block the signal?
INFO|0x1012b36||
DIAL|0x1012b2d|NVDLC01DogDialogueNVDLC01GodTopic107|Couldn't he have commanded you to rescue him?
INFO|0x1012b3e||
DIAL|0x1012b2e|NVDLC01DogDialogueNVDLC01GodTopic106|If he got trapped, why didn't he set off the collars?
INFO|0x1012b37||
DIAL|0x1012b2f|NVDLC01DogDialogueNVDLC01GodTopic105|If the casino opened up, then why are we here?
INFO|0x1012b3c||
DIAL|0x1012b30|NVDLC01DogDialogueNVDLC01GodTopic104|He said the casino opened up.
INFO|0x1012b3a||
DIAL|0x1012b31|NVDLC01DogDialogueNVDLC01GodTopic103|Something about lights and colors, not much else.
INFO|0x1012b38||
DIAL|0x1012b32|NVDLC01DogDialogueNVDLC01GodTopic102|Dog said he triggered the Gala Event once already.
INFO|0x1012b42||
DIAL|0x1012b33|NVDLC01DogDialogueNVDLC01GodTopic039|Do you know anything else?
INFO|0x1012b35||
DIAL|0x1012b34|NVDLC01DogDialogueNVDLC01GodTopic010|What do you know about the Gala Event?
INFO|0x1012b39||
DIAL|0x1012b44|NVDLC01DogDialogueNVDLC01GodTopic115|{Global}I heard electricity and radios can cause, uh, voices in people's heads.
INFO|0x1012b49||
INFO|0x1012b4a||
DIAL|0x1012b45|NVDLC01DogDialogueNVDLC01GodTopic114|Any reason why you're assigned to this point on the map?
INFO|0x1012b48||
DIAL|0x1012b4d|NVDLC01ChristineDialogueNVDLC01ChristineTopic147|I don't know what you're talking about.
INFO|0x1012b61||
DIAL|0x1012b4e|NVDLC01ChristineDialogueNVDLC01ChristineTopic146|I... can only type with two fingers?
INFO|0x1012b63||
INFO|0x1012b64||
DIAL|0x1012b4f|NVDLC01ChristineDialogueNVDLC01ChristineTopic145|Why do you think he wants you to go the Puesta del Sol Switching Station?
INFO|0x1012b5f||
DIAL|0x1012b50|NVDLC01ChristineDialogueNVDLC01ChristineTopic144|You sure seem eager to go.
INFO|0x1012b62||
DIAL|0x1012b51|NVDLC01ChristineDialogueNVDLC01ChristineTopic143|<Wait.>
DIAL|0x1012b52|NVDLC01ChristineDialogueNVDLC01ChristineTopic142|No worries, I'll just stand here like a piece of furniture until you're done.
DIAL|0x1012b53|NVDLC01ChristineDialogueNVDLC01ChristineTopic141|Careful, that's my arm, all right?
INFO|0x1012b6a||
DIAL|0x1012b54|NVDLC01ChristineDialogueNVDLC01ChristineTopic140|I had to get shot in the face for this. Get your own!
DIAL|0x1012b56|NVDLC01ChristineDialogueNVDLC01ChristineTopic138|I don't want you messing with this.
INFO|0x1012b66||
DIAL|0x1012b57|NVDLC01ChristineDialogueNVDLC01ChristineTopic137|What? What do you want?
INFO|0x1012b65||
DIAL|0x1012b58|NVDLC01ChristineDialogueNVDLC01ChristineTopic136|No fucking way am I giving this to you.
DIAL|0x1012b59|NVDLC01ChristineDialogueNVDLC01ChristineTopic135|<Show her the Pip-Boy.>
INFO|0x1012b60||
DIAL|0x1012b5a|NVDLC01ChristineDialogueNVDLC01ChristineTopic134|He leaves audio logs, too.
INFO|0x1012b68||
DIAL|0x1012b5b|NVDLC01ChristineDialogueNVDLC01ChristineTopic133|We need to trigger the event like he says.
DIAL|0x1012b5c|NVDLC01ChristineDialogueNVDLC01ChristineTopic065|That's the hologram projector in the Fountain. What of it?
INFO|0x1012b72||
INFO|0x1012b73||
DIAL|0x1012b5d|NVDLC01ChristineDialogueNVDLC01ChristineTopic004|What? What is it?
DIAL|0x1012b5e|NVDLC01ChristineDialogueNVDLC01ChristineTopic000|That's our captor. He likes giving orders.
INFO|0x1012b67||
DIAL|0x1012b6b|NVDLC01ChristineDialogueNVDLC01ChristineTopic151|You make a pretty lousy transmitter, you know.
INFO|0x1012b71||
DIAL|0x1012b6c|NVDLC01ChristineDialogueNVDLC01ChristineTopic150|He'd have to be broadcasting from somewhere nearby.
DIAL|0x1012b6d|NVDLC01ChristineDialogueNVDLC01ChristineTopic149|Think he might be close, then. Any idea where?
INFO|0x1012b70||
DIAL|0x1012b74|NVDLC01DeanDialogueNVDLC01DeanTopic130|She's been broadcasting all this time?
DIAL|0x1012b75|NVDLC01DeanDialogueNVDLC01DeanTopic129|The bombs fell, and the emergency signal went out.
DIAL|0x1012b76|NVDLC01DeanDialogueNVDLC01DeanTopic128|So... it's not an invitation, it's a call for help.
INFO|0x1012b9b||
DIAL|0x1012b77|NVDLC01DeanDialogueNVDLC01DeanTopic127|What do you mean about the Sierra Madre broadcast?
INFO|0x1012b91||
DIAL|0x1012b78|NVDLC01DeanDialogueNVDLC01DeanTopic126|Why would security shut down for the Gala?
DIAL|0x1012b79|NVDLC01DeanDialogueNVDLC01DeanTopic125|How is the Gala tied to the casino? That makes no sense.
DIAL|0x1012b7a|NVDLC01DeanDialogueNVDLC01DeanTopic124|The Gala Event's tied into the casino's generators?
INFO|0x1012b99||
DIAL|0x1012b7b|NVDLC01DeanDialogueNVDLC01DeanTopic123|Any advice to getting through this?
INFO|0x1012b8d||
DIAL|0x1012b7c|NVDLC01DeanDialogueNVDLC01DeanTopic122|What happened to the people who came to the Villa?
INFO|0x1012b9a||
DIAL|0x1012b7d|NVDLC01DeanDialogueNVDLC01DeanTopic121|So the visitors all killed each other?
INFO|0x1012b92||
DIAL|0x1012b7e|NVDLC01DeanDialogueNVDLC01DeanTopic120|I found some medical records in the Villa Clinic. You brought her in for treatment, right?
INFO|0x1012b8f||
DIAL|0x1012b7f|NVDLC01DeanDialogueNVDLC01DeanTopic119|So you met her before she met Sinclair?
DIAL|0x1012b80|NVDLC01DeanDialogueNVDLC01DeanTopic118|Introductions? You knew her before?
INFO|0x1012b94||
DIAL|0x1012b81|NVDLC01DeanDialogueNVDLC01DeanTopic117|Can you tell me about her?
INFO|0x1012b90||
DIAL|0x1012b82|NVDLC01DeanDialogueNVDLC01DeanTopic116|Before, you mentioned the Hologram at the Fountain - Vera? Do you know her?
DIAL|0x1012b83|NVDLC01DeanDialogueNVDLC01DeanTopic115|What happens during the Gala Event?
INFO|0x1012b8b||
DIAL|0x1012b84|NVDLC01DeanDialogueNVDLC01DeanTopic114|Interesting? Interesting how?
INFO|0x1012b97||
INFO|0x1012b98||
DIAL|0x1012b85|NVDLC01DeanDialogueNVDLC01DeanTopic113|And the woman? The Auto-Doc victim - what about her?
INFO|0x1012b96||
DIAL|0x1012b86|NVDLC01DeanDialogueNVDLC01DeanTopic112|What about Christine?
INFO|0x1012b9d||
INFO|0x1012b9e||
DIAL|0x1012b87|NVDLC01DeanDialogueNVDLC01DeanTopic083|Any idea why he wants you there?
INFO|0x1012b9f||
DIAL|0x1012b88|NVDLC01DeanDialogueNVDLC01DeanTopic074|According to the marker, you're slated for a spot in Puesta del Sol.
INFO|0x1012b8c||
DIAL|0x1012b89|NVDLC01DeanDialogueNVDLC01DeanTopic008|"Vera" Hologram? You know the holographic woman?
INFO|0x1012b93||
DIAL|0x1012b8a|NVDLC01DeanDialogueNVDLC01DeanTopic003|Know anything about this Gala Event we're supposed to trigger?
INFO|0x1012b95||
DIAL|0x1012baa|NVDLC01DogDialogueAboutTape|NVDLC01DogDialogueAboutTape
INFO|0x1012bab||
INFO|0x1012bac||
INFO|0x1012bad||
INFO|0x1012bae||
DIAL|0x1012bb3|NVDLC01ChristineSuitesCollarOn|NVDLC01ChristineSuitesCollarOn
INFO|0x1012bb7||
INFO|0x1012bb8||
INFO|0x1012c3e||
DIAL|0x1012bb4|NVDLC01ChristineSuitesCollarOff|NVDLC01ChristineSuitesCollarOff
INFO|0x1012bb9||
INFO|0x1012bba||
DIAL|0x1012bb5|NVDLC01SuitesCollarScanning|NVDLC01SuitesCollarScanning
INFO|0x1012bb6||
DIAL|0x1012bd5|NVDLC01ElijahAct1Intro|NVDLC01ElijahAct1Intro
DIAL|0x1012be8|NVDLC01ChristineVaultHelpTopic01|NVDLC01ChristineVaultHelpTopic01
INFO|0x1012bf0||
DIAL|0x1012be9|NVDLC01DeanVaultHelpTopic01|NVDLC01DeanVaultHelpTopic01
INFO|0x1012bf1||
DIAL|0x1012bea|NVDLC01ElijahVaultPlayerCollarTopic04|NVDLC01ElijahVaultPlayerCollarTopic04
INFO|0x1012bed||
DIAL|0x1012beb|NVDLC01ElijahVaultPlayerCollarTopic03|NVDLC01ElijahVaultPlayerCollarTopic03
INFO|0x1012bee||
DIAL|0x1012bec|NVDLC01ElijahVaultPlayerCollarTopic02|NVDLC01ElijahVaultPlayerCollarTopic02
INFO|0x1012bef||
DIAL|0x1012c25|NVDLC01ElijahAct2Intro|NVDLC01ElijahAct2Intro
DIAL|0x1012e50|NVDLC01DeanDialogueStashBark|NVDLC01DeanDialogueStashBark
INFO|0x1012e51||
INFO|0x1012e52||
INFO|0x1012e53||
INFO|0x1012e54||
DIAL|0x1012e91|NVDLC01RadioAMBMusicTheater|NVDLC01RadioAMBMusicTheaterPerformance
INFO|0x1012e95||
DIAL|0x1012e92|NVDLC01RadioAMBMusicEND|NVDLC01RadioAMBMusicEND
DIAL|0x1012e93|NVDLC01RadioAMBMusicGalaEvent|NVDLC01RadioAMBMusicGala
INFO|0x1012e96||
DIAL|0x1012f67|NVDLC01RadioAMBMusicVeraEnd|NVDLC01RadioAMBMusicVeraAttack
INFO|0x10154bf||
DIAL|0x1012f68|NVDLC01RadioAMBMusicSTART|NVDLC01RadioAMBMusicSTART
DIAL|0x1012fa0|NVDLC01DeanDialogueNVDLC01DeanTopic131|I'm not following you.
INFO|0x1012fa1||
DIAL|0x1013255|NVDLC01DeanDialogueNVDLC01DeanTopic145|Is there one console that runs them or several?
DIAL|0x1013256|NVDLC01DeanDialogueNVDLC01DeanTopic144|Keep going. What else?
DIAL|0x1013257|NVDLC01DeanDialogueNVDLC01DeanTopic143|That's the radios and speakers - what about a central sound system?
INFO|0x1013263||
DIAL|0x1013258|NVDLC01DeanDialogueNVDLC01DeanTopic142|Good thing you mentioned that before I ran back there, "partner."
INFO|0x101326b||
DIAL|0x101325a|NVDLC01DeanDialogueNVDLC01DeanTopic140|One problem at a time. Take a breath, try and remember.
DIAL|0x101325b|NVDLC01DeanDialogueNVDLC01DeanTopic139|Calm down, think. Do you know specifically where?
INFO|0x1013264||
DIAL|0x101325c|NVDLC01DeanDialogueNVDLC01DeanTopic138|What about the speakers in here?
INFO|0x1013268||
INFO|0x1013269||
DIAL|0x101325d|NVDLC01DeanDialogueNVDLC01DeanTopic137|This casino's security system is pissing me off.
INFO|0x101326a||
DIAL|0x101325e|NVDLC01DeanDialogueNVDLC01DeanTopic136|Uh... anything else you can tell me that'd help? Anything?
INFO|0x101326d||
INFO|0x101326f||
DIAL|0x101325f|NVDLC01DeanDialogueNVDLC01DeanTopic135|All right, I'll head for the door on the left.
INFO|0x1013279||
INFO|0x1013266||
INFO|0x1013267||
DIAL|0x1013260|NVDLC01DeanDialogueNVDLC01DeanTopic134|So how do I get you out of there?
INFO|0x101326c||
DIAL|0x1013261|NVDLC01DeanDialogueNVDLC01DeanTopic133|I didn't see any security coming in - only the speakers.
DIAL|0x1013262|NVDLC01DeanDialogueNVDLC01DeanTopic132|Wait, what Holograms? What are you talking about?
INFO|0x1013265||
DIAL|0x1013271|NVDLC01DeanDialogueNVDLC01DeanTopic146|All right, makes sense. Where's the music?
INFO|0x1013275||
DIAL|0x1013272|NVDLC01DeanDialogueNVDLC01DeanTopic141|Yeah, but if I run, what about the Security Holograms?
INFO|0x1013273||
INFO|0x1013274||
DIAL|0x1013276|NVDLC01DeanDialogueNVDLC01DeanTopic147|So I go to the locked door, right?
INFO|0x1013277||
INFO|0x1013278||
DIAL|0x101327b|NVDLC01DeanDialogueNVDLC01DeanTopic179|That's all I wanted to know. I'll head out, see what I can do on my end.
DIAL|0x101327c|NVDLC01DeanDialogueNVDLC01DeanTopic178|What were you blackmailing her with?
INFO|0x101329d||
DIAL|0x101327d|NVDLC01DeanDialogueNVDLC01DeanTopic177|What did you want her to do?
INFO|0x10132b1||
DIAL|0x101327e|NVDLC01DeanDialogueNVDLC01DeanTopic176|Were you blackmailing Vera Keyes to break into the Sierra Madre?
INFO|0x10132a5||
DIAL|0x101327f|NVDLC01DeanDialogueNVDLC01DeanTopic175|I found this Holotape in your safe.
INFO|0x10132b4||
DIAL|0x1013280|NVDLC01StarletHolotapeDeath|NVDLC01StarletHolotapeDeath
INFO|0x10132c9||
INFO|0x10132ca||
INFO|0x10132cb||
INFO|0x10132cc||
INFO|0x10132cd||
INFO|0x10132ce||
INFO|0x10132cf||
INFO|0x10132d0||
INFO|0x10132d1||
DIAL|0x1013281|NVDLC01StarletHolotapeAudition|NVDLC01StarletHolotapeAudition
INFO|0x10132a3||
DIAL|0x1013282|NVDLC01DeanHolotapeBlackmail|NVDLC01DeanHolotapeBlackmail
INFO|0x10132b8||
INFO|0x10132b9||
INFO|0x10132ba||
INFO|0x10132bb||
INFO|0x10132bc||
INFO|0x10132bd||
INFO|0x10132be||
INFO|0x10132bf||
INFO|0x10132c0||
INFO|0x10132c1||
INFO|0x10132c2||
INFO|0x10132c3||
INFO|0x10132c4||
INFO|0x10132c5||
INFO|0x10132c6||
INFO|0x10132c7||
INFO|0x10132c8||
DIAL|0x1013283|NVDLC01DeanDialogueNVDLC01DeanTopic174|Everyone's still alive on each floor - including you.
DIAL|0x1013284|NVDLC01DeanDialogueNVDLC01DeanTopic173|Still trying to find out. Not sure.
INFO|0x10132a2||
DIAL|0x1013285|NVDLC01DeanDialogueNVDLC01DeanTopic172|Christine is dead. Dog... well...
INFO|0x10132ab||
DIAL|0x1013286|NVDLC01DeanDialogueNVDLC01DeanTopic171|Christine is alive. Dog... well...
INFO|0x10132b5||
DIAL|0x1013287|NVDLC01DeanDialogueNVDLC01DeanTopic170|<Lie> If Christine's throat surgery was your plan, too late, she's dead.
INFO|0x10132a9||
INFO|0x10132aa||
DIAL|0x1013288|NVDLC01DeanDialogueNVDLC01DeanTopic169|If you were using Christine's voice box to smuggle Vera's voice in, she's dead.
INFO|0x10132ad||
DIAL|0x1013289|NVDLC01DeanDialogueNVDLC01DeanTopic168|Wait, you were trying to smuggle one inside? Where is it?
INFO|0x10132a1||
DIAL|0x101328a|NVDLC01DeanDialogueNVDLC01DeanTopic167|<Do Not Translate: Additional Storage Nodes>
INFO|0x10132b2||
INFO|0x1013392||
INFO|0x1013393||
INFO|0x1013394||
DIAL|0x101328b|NVDLC01DeanDialogueNVDLC01DeanTopic166|The terminal can tie the fragments together, just need to wrap it up.
DIAL|0x101328c|NVDLC01DeanDialogueNVDLC01DeanTopic165|Now that I've got the signal established to this floor, yes.
INFO|0x10132b0||
DIAL|0x101328d|NVDLC01DeanDialogueNVDLC01DeanTopic164|Yes, that's the next step. You going to be all right?
INFO|0x10132a7||
DIAL|0x101328e|NVDLC01DeanDialogueNVDLC01DeanTopic163|If it means I can get out of this alive, yes, that's why I'm here.
INFO|0x10132b7||
DIAL|0x101328f|NVDLC01DeanDialogueNVDLC01DeanTopic162|No - believe it or not, I wasn't going to leave you to die.
